Code CIP;Code CIP 13;Libellé produit;Stock Total;Vente zone1;Vente zone2;Vente zone3;Vente zone4;Vente zone5;Vente zone6;Vente zone 7;Vente Mois en cours;Vente Moyenne 3 mois;Vente Moyenne 12 Mois
"3002152";"3400930021521";"ALDACTAZINE 25MG CP B/20";"18";"0";"0";"135";"0";"0";"0";"0";"0";"0";"0"
"3272503";"3400932725038";"ALDACTONE 50MG CP B/20";"0";"0";"45";"1341";"159";"212";"0";"0";"10";"1007";"709"
"3260799";"3400932607990";"ALDACTONE 75MG MICRON CP/20";"730";"0";"0";"139";"4";"0";"0";"0";"102";"153";"158"
"2265292";"9100000235731";"ALLERGOSONE 50MG GTTE BUV/30ML";"398";"0";"6";"194";"0";"2";"0";"0";"82";"176";"162"
"8184962";"3000000210338";"CHONDROFLEX GEL B/30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3410483";"3400934104831";"DEBRIDAT PED GRAN SUSP F/125ML";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3028252";"3400930282526";"DEBRIDAT SUSP BUV F/250ML";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3390467";"3400933904678";"DEBRIDAT 100MG CP B/30";"5716";"0";"96";"815";"61";"56";"0";"0";"421";"594";"843"
"2022158";"7445027807233";"DIFLUCAN 150MG GELU B/1";"693";"0";"0";"109";"13";"1";"0";"0";"93";"58";"84"
"2285366";"9100000374051";"DIFLUCAN 150MG GELU B/4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3319392";"3400933193928";"FELDENE 20MG DISP CP B/15";"291";"0";"9";"141";"28";"7";"0";"0";"273";"193";"212"
"3263697";"3400932636976";"FELDENE 20MG GELU B/15";"0";"0";"0";"12";"76";"1";"0";"0";"470";"195";"169"
"2007816";"3401320078163";"LINCOCINE 250MG/5ML SP F/60ML";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3259081";"3400932590810";"LINCOCINE 500MG GELULE B/12";"270";"0";"14";"104";"10";"7";"0";"0";"59";"64";"115"
"3318984";"3400933189846";"MEDROL 16MG CP B/20";"1182";"0";"15";"253";"33";"18";"0";"0";"125";"176";"261"
"3065595";"3400930655955";"MEDROL 4MG CP B/30";"666";"0";"0";"30";"0";"2";"0";"0";"35";"100";"141"
"8115783";"3000000136812";"REGULIX 40MG CP B/20";"318";"0";"19";"131";"14";"3";"0";"0";"78";"159";"149"
"8115808";"3000000136805";"REGULIX 80MG CP B/20";"456";"0";"11";"67";"8";"2";"0";"0";"52";"97";"96"
"8168012";"3000000210369";"SCARID GEL T/15G";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"2017542";"9100009747921";"VIBRA 200MG CP B/8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2025286";"3000000464021";"ZITHROMAX 200MG 5ML F/15ML";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2025263";"9100009989061";"ZITHROMAX 200MG 5ML F/22,5ML";"4";"0";"4";"262";"0";"0";"0";"0";"95";"186";"162"
"2268853";"9100000383351";"ZITHROMAX 500MG CP B/3";"0";"0";"0";"490";"1";"0";"0";"0";"59";"367";"333"
